"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2006,1.677539,31,9,0,1.229527,1.252227,1.656155,0.448012,-0.0226999999999999,-0.0213839999999998,3.029219,3.722459,-0.69324,2005
2004,1.649024,26,9,0,1.178214,1.210714,1.563099,0.47081,-0.0325,-0.085925,3.319289,3.416868,-0.0975790000000001,2003
2005,1.551906,27,9,0,1.049153,1.055661,1.587276,0.502753,-0.00650799999999996,0.0353699999999999,2.939541,2.433028,0.506513,2004
2005,1.975784,31,16,1,2.584225,2.48114,2.074395,-0.608441,0.103085,0.098611,3.533327,2.909493,0.623834,2004
2005,0.9810653,27,4,1,0.9747899,0.958797,0.9780533,0.00627540000000004,0.0159929,-0.00301200000000001,3.860929,2.261962,1.598967,2004
2005,1.915297,27,9,0,1.212317,1.130251,1.892007,0.70298,0.0820660000000002,-0.02329,3.250341,3.061635,0.188706,2004
2006,1.539287,27,6,0,1.55132,1.447764,1.529992,-0.012033,0.103556,-0.00929500000000005,4.028988,2.865815,1.163173,2005
2007,1.373611,28,9,0,1.472418,1.477806,1.376848,-0.0988070000000001,-0.00538799999999995,0.00323700000000016,2.363107,3.085603,-0.722496,2006
2006,1.350477,28,12,0,1.341279,1.335949,1.54265,0.00919799999999982,0.00533000000000006,0.192173,3.659163,3.192288,0.466875,2005
2008,1.246235,30,12,0,1.464179,1.444365,0.955956,-0.217944,0.019814,-0.290279,2.4603,3.558586,-1.098286,2007
2008,2.027121,29,16,1,2.0375,1.908305,2.531427,-0.0103789999999999,0.129195,0.504306,3.266364,3.038327,0.228037,2007
2007,1.114317,31,12,1,1.229368,1.242174,1.157676,-0.115051,-0.0128059999999999,0.0433589999999999,2.555794,2.849075,-0.293281,2006
2008,1.692008,29,12,0,1.465245,1.491773,1.771769,0.226763,-0.0265280000000001,0.079761,3.26943,3.247193,0.0222369999999996,2007
2004,1.507292,29,6,0,1.573361,1.564505,1.484592,-0.0660689999999999,0.00885599999999998,-0.0227000000000002,2.471349,3.067914,-0.596565,2003
2006,1.731781,27,9,0,1.353545,1.349353,1.660561,0.378236,0.00419199999999997,-0.0712200000000001,2.347739,2.991775,-0.644036,2005
2007,1.611155,31,6,0,1.315497,1.324506,1.578045,0.295658,-0.00900900000000004,-0.03311,2.940514,2.640584,0.29993,2006
2004,1.322046,24,6,0,1.399784,1.210714,1.316538,-0.0777379999999999,0.18907,-0.00550800000000007,3.365425,2.942924,0.422501,2003
2008,1.431753,28,9,0,1.511525,1.550338,1.491371,-0.079772,-0.038813,0.0596179999999999,3.439178,3.354057,0.085121,2007
2005,1.592071,25,9,0,1.169215,0.950792,1.494552,0.422856,0.218423,-0.0975189999999999,3.772459,2.80718,0.965279,2004
2006,1.558792,28,9,0,1.529173,1.551873,2.271691,0.0296190000000001,-0.0227000000000002,0.712899,3.303392,3.494512,-0.19112,2005
2008,2.388318,38,16,0,2.910537,2.26301,2.411984,-0.522219,0.647527,0.023666,3.118267,3.411548,-0.293281,2007
2005,1.004885,27,9,1,0.8692344,1.004323,1.176265,0.1356506,-0.1350886,0.17138,3.461072,2.572393,0.888679,2004
2007,1.38198,32,9,1,1.40668,1.433235,1.365203,-0.0246999999999999,-0.0265550000000001,-0.016777,3.158298,2.885007,0.273291,2006
2006,1.117729,26,6,1,1.318779,1.382576,1.307177,-0.20105,-0.0637970000000001,0.189448,2.875929,2.799036,0.0768930000000001,2005
2005,0.9675006,26,9,0,1.102992,1.061819,0.9597461,-0.1354914,0.0411729999999999,-0.0077545,2.981634,2.515179,0.466455,2004
2004,1.687545,27,12,0,1.531273,1.473941,2.093567,0.156272,0.0573320000000002,0.406022,3.322036,2.836358,0.485678,2003
2008,1.544348,37,6,0,1.242735,1.135115,1.586559,0.301613,0.10762,0.042211,3.342579,2.515179,0.8274,2007
2007,1.484382,30,9,0,1.671915,1.434172,2.006518,-0.187533,0.237743,0.522136,3.78558,3.318334,0.467246,2006
2004,1.118384,54,4,1,1.023012,1.062294,1.140397,0.095372,-0.039282,0.0220130000000001,2.775025,3.642797,-0.867772,2003
2008,1.583089,30,12,0,1.237357,1.534949,1.58412,0.345732,-0.297592,0.001031,4.034862,3.509747,0.525115,2007
2006,1.16753,29,9,0,1.499165,1.48984,1.583322,-0.331635,0.00932500000000003,0.415792,3.230836,3.069585,0.161251,2005
2004,1.034364,23,6,0,1.140378,1.168705,1.299346,-0.106014,-0.0283270000000002,0.264982,3.667346,3.111325,0.556021,2003
2007,1.376054,28,4,0,1.142837,1.173437,1.350454,0.233217,-0.0306,-0.0256000000000001,2.952064,1.766142,1.185922,2006
2007,2.108536,33,16,0,2.281558,2.298653,2.306651,-0.173022,-0.0170949999999999,0.198115,3.533327,2.909493,0.623834,2006
2008,2.143035,34,16,1,1.781708,1.82779,2.130214,0.361327,-0.046082,-0.0128209999999997,3.571169,3.521158,0.050011,2007
2004,1.251863,35,9,1,1.578426,1.589867,1.224624,-0.326563,-0.0114409999999998,-0.027239,2.374649,2.442086,-0.0674370000000004,2003
2004,1.781304,26,6,0,1.095581,1.128081,1.616465,0.685723,-0.0325,-0.164839,2.887657,2.148255,0.739402,2003
2008,2.084145,29,12,0,2.101367,2.09167,2.088632,-0.0172220000000003,0.00969700000000007,0.00448700000000013,2.941756,3.440883,-0.499127,2007
2005,0.9708416,27,9,1,1.540272,1.613385,1.024549,-0.5694304,-0.073113,0.0537074,3.412339,3.601971,-0.189632,2004
2007,1.702714,30,9,0,1.256744,1.486864,1.690928,0.44597,-0.23012,-0.0117860000000001,3.427154,2.887788,0.539366,2006
2008,1.599163,30,12,0,1.391028,1.405605,1.595708,0.208135,-0.0145770000000001,-0.00345499999999999,3.070253,3.030277,0.0399760000000002,2007
2008,0.9082907,28,12,0,1.114284,1.077273,1.486584,-0.2059933,0.0370110000000001,0.5782933,2.393912,3.748347,-1.354435,2007
2005,1.072128,43,4,0,1.127271,1.150971,1.039611,-0.0551429999999999,-0.0237000000000001,-0.0325169999999999,2.15572,3.097579,-0.941859,2004
2008,1.042106,31,4,0,1.058714,0.9924923,1.202186,-0.016608,0.0662216999999999,0.16008,2.853705,2.654624,0.199081,2007
2004,1.419281,28,12,0,1.468918,1.501373,1.438313,-0.0496369999999999,-0.0324550000000001,0.0190319999999999,3.373878,2.86023,0.513648,2003
2007,1.398196,26,9,0,1.554676,1.537279,1.389789,-0.15648,0.0173969999999999,-0.00840700000000005,2.637225,2.797982,-0.160757,2006
2005,1.682338,26,9,0,1.479,1.424582,1.691403,0.203338,0.0544180000000001,0.0090650000000001,3.598128,3.041755,0.556373,2004
2007,1.541678,32,12,1,0.8422518,0.8457341,1.730271,0.6994262,-0.00348230000000005,0.188593,3.17359,2.748755,0.424835,2006
2007,1.575451,29,16,1,1.681297,1.633548,1.583945,-0.105846,0.047749,0.008494,3.109921,3.523112,-0.413191,2006
2007,1.73954,32,9,0,1.564832,1.577619,1.719092,0.174708,-0.0127870000000001,-0.020448,3.030708,3.476212,-0.445504,2006
2007,1.204958,29,9,0,1.103616,0.911073,1.216778,0.101342,0.192543,0.0118199999999999,2.641503,2.88503,-0.243527,2006
2004,1.854554,23,6,0,1.661776,1.600055,1.926757,0.192778,0.0617209999999999,0.072203,3.201253,3.006965,0.194288,2003
2008,2.008828,34,12,1,2.205055,2.041935,2.051601,-0.196227,0.16312,0.0427729999999999,4.24692,3.304716,0.942204,2007
2005,1.134217,24,9,0,1.602828,1.645658,1.910092,-0.468611,-0.0428300000000001,0.775875,2.879354,3.003613,-0.124259,2004
2005,1.382615,29,9,1,0.9584656,0.9870318,1.319395,0.4241494,-0.0285662,-0.0632199999999998,2.894849,2.955179,-0.06033,2004
2005,1.727543,26,9,0,1.436062,1.477754,1.702453,0.291481,-0.0416920000000001,-0.0250900000000001,3.434993,3.476704,-0.0417109999999998,2004
2005,2.520511,33,16,0,2.346892,2.365407,2.588851,0.173619,-0.0185149999999998,0.0683400000000001,3.305959,3.019391,0.286568,2004
2005,1.093395,24,9,0,1.640499,1.751223,1.083414,-0.547104,-0.110724,-0.0099809999999998,3.175867,2.816861,0.359006,2004
2006,0.998256,28,12,1,0.9650875,0.9324971,0.973556,0.0331685,0.0325904,-0.0247000000000001,2.425112,3.002277,-0.577165,2005
2007,1.549076,29,12,0,1.561386,1.575242,1.548948,-0.01231,-0.0138560000000001,-0.000127999999999906,3.909884,3.476212,0.433672,2006
2007,2.386709,37,16,0,1.811652,1.822351,2.338132,0.575057,-0.010699,-0.0485770000000003,2.860096,2.491875,0.368221,2006
2005,1.807579,26,12,0,1.881698,1.905398,1.776561,-0.074119,-0.0236999999999998,-0.031018,3.616652,3.272155,0.344497,2004
2007,1.588141,32,12,1,1.652928,1.727909,1.6049,-0.0647869999999999,-0.074981,0.016759,2.899561,2.26104,0.638521,2006
2006,1.356088,29,12,0,0.9357656,0.9584656,1.255645,0.4203224,-0.0227000000000001,-0.100443,3.630621,2.794352,0.836269,2005
2007,1.157034,29,12,1,0.9917691,0.9987404,1.37395,0.1652649,-0.00697130000000001,0.216916,2.715935,2.720819,-0.00488400000000011,2006
2006,1.903823,32,12,0,1.79184,1.755313,1.972131,0.111983,0.0365270000000002,0.068308,3.606747,4.019782,-0.413035,2005
2006,1.293438,25,9,0,1.082923,1.105623,1.061724,0.210515,-0.0226999999999999,-0.231714,2.573368,2.642349,-0.068981,2005
2007,2.893025,38,16,0,2.557102,2.428494,2.919255,0.335923,0.128608,0.02623,4.164731,3.733836,0.430895,2006
2006,1.097598,27,9,1,1.080394,1.073535,1.154024,0.017204,0.00685900000000017,0.0564259999999999,2.885134,2.928944,-0.0438100000000001,2005
2005,0.8060689,24,9,1,1.012755,0.9492392,0.8051805,-0.2066861,0.0635158000000001,-0.000888400000000011,2.243462,2.156523,0.0869390000000001,2004
2008,1.309508,28,9,0,1.303729,1.328429,1.306613,0.00577899999999998,-0.0247000000000002,-0.00289499999999987,2.523711,3.218967,-0.695256,2007
2007,1.092819,30,6,0,1.113567,1.114014,1.18083,-0.020748,-0.000447000000000086,0.0880110000000001,2.58106,3.138263,-0.557203,2006
2008,1.792058,28,6,0,1.631196,1.471034,1.775604,0.160862,0.160162,-0.016454,3.770353,3.223123,0.54723,2007
2008,1.105909,46,4,1,1.140952,1.018059,1.138278,-0.0350429999999999,0.122893,0.0323689999999999,2.892915,2.22005,0.672865,2007
2005,1.551347,32,12,1,1.551388,1.567605,1.552141,-4.09999999999577e-05,-0.0162169999999999,0.000793999999999961,3.599863,3.363982,0.235881,2004
2007,1.629308,30,6,0,1.588509,1.578902,1.654348,0.040799,0.00960699999999992,0.02504,3.862317,2.895351,0.966966,2006
2005,2.345157,31,16,1,2.075581,2.171206,2.314366,0.269576,-0.0956250000000001,-0.0307909999999998,2.598017,3.212456,-0.614439,2004
2008,1.42488,27,6,0,1.284868,1.152407,1.462208,0.140012,0.132461,0.037328,3.348979,2.268897,1.080082,2007
2006,1.599191,26,9,0,1.420448,1.472475,1.762839,0.178743,-0.052027,0.163648,2.767793,2.84968,-0.081887,2005
2005,2.196165,29,9,0,1.884465,1.851559,2.210197,0.3117,0.0329060000000001,0.0140319999999998,3.395437,3.412339,-0.016902,2004
2005,1.189861,24,6,0,1.15649,1.125593,1.254572,0.033371,0.030897,0.064711,2.840751,3.068861,-0.22811,2004
2006,1.224445,26,6,0,1.658045,1.497398,1.215303,-0.4336,0.160647,-0.00914199999999998,3.716684,1.799,1.917684,2005
2005,1.060118,26,12,1,1.111325,1.099419,1.215696,-0.051207,0.011906,0.155578,3.256948,3.077871,0.179077,2004
2008,1.524569,27,6,0,0.8485309,1.060696,1.5813,0.6760381,-0.2121651,0.0567309999999999,1.856298,2.2537,-0.397402,2007
2006,1.096375,27,6,1,0.9598631,1.17279,1.181495,0.1365119,-0.2129269,0.0851199999999999,3.03615,3.863856,-0.827706,2005
2008,1.671642,30,12,0,1.410972,1.328338,1.606023,0.26067,0.0826339999999999,-0.0656190000000001,3.236659,3.030277,0.206382,2007
2007,1.279511,27,12,1,0.9344932,0.9596446,1.451566,0.3450178,-0.0251513999999999,0.172055,3.089968,4.215529,-1.125561,2006
2008,0.8425393,54,6,1,1.074908,0.8928955,0.9852836,-0.2323687,0.1820125,0.1427443,2.67574,2.00403,0.67171,2007
2006,2.086444,30,9,0,1.957505,1.902658,1.767051,0.128939,0.0548470000000001,-0.319393,3.361617,3.272555,0.0890619999999998,2005
2007,1.148443,31,6,0,1.213367,1.01756,1.168429,-0.064924,0.195807,0.0199859999999998,3.546377,3.053404,0.492973,2006
2008,1.901757,28,9,0,1.463047,1.319756,1.404906,0.43871,0.143291,-0.496851,2.720628,2.487947,0.232681,2007
2008,2.003108,31,9,0,1.835977,1.688064,2.032095,0.167131,0.147913,0.0289869999999999,3.030277,3.271536,-0.241259,2007
2008,1.458782,29,12,0,1.627038,1.604392,1.496109,-0.168256,0.0226459999999999,0.0373269999999999,2.574807,3.133498,-0.558691,2007
2007,1.980678,26,9,0,1.477114,1.508315,1.904322,0.503564,-0.031201,-0.0763559999999999,3.438676,3.030277,0.408399,2006
2007,1.30206,28,12,1,1.541871,1.520077,1.315681,-0.239811,0.0217940000000001,0.0136210000000001,3.423345,3.133498,0.289847,2006
2005,1.307644,27,6,0,1.498177,1.536891,1.370385,-0.190533,-0.0387139999999999,0.0627409999999999,2.695269,2.836349,-0.14108,2004
2007,1.777611,26,9,0,1.710007,1.60317,1.92461,0.067604,0.106837,0.146999,2.899204,3.481457,-0.582253,2006
2008,1.775051,31,12,0,1.777611,1.808945,1.801631,-0.00256000000000012,-0.031334,0.02658,3.443203,3.736221,-0.293018,2007
2008,1.337183,28,9,0,1.209945,1.173143,1.465363,0.127238,0.036802,0.12818,3.342579,3.484345,-0.141766,2007
2008,1.002023,29,9,0,1.377994,1.40602,1.039648,-0.375971,-0.0280260000000001,0.0376249999999998,3.211679,3.568299,-0.35662,2007
2004,1.01856,24,4,0,1.542798,1.59665,0.8457341,-0.524238,-0.053852,-0.1728259,2.645672,2.739972,-0.0943000000000001,2003
2007,1.383336,30,9,1,1.223516,1.038567,0.8669869,0.15982,0.184949,-0.5163491,3.805709,3.170559,0.63515,2006
2005,1.634992,24,9,0,1.706721,1.525459,1.604392,-0.0717289999999999,0.181262,-0.0306,2.621282,3.127492,-0.50621,2004
2008,1.871333,27,6,0,1.896933,1.704648,1.874023,-0.0256000000000001,0.192285,0.00269000000000008,3.561828,3.675234,-0.113406,2007
2008,1.609498,30,12,0,1.526163,1.528884,1.646825,0.0833350000000002,-0.00272099999999997,0.0373269999999999,3.200014,2.742953,0.457061,2007
2005,1.822317,26,12,0,1.493389,1.442981,1.774518,0.328928,0.050408,-0.0477989999999999,4.090553,3.811789,0.278764,2004
2006,1.306897,27,9,0,1.182054,1.101404,1.634155,0.124843,0.0806499999999999,0.327258,3.41657,3.109964,0.306606,2005
2006,2.02565,28,16,0,2.342413,2.143011,2.207735,-0.316763,0.199402,0.182085,4.417483,3.468282,0.949201,2005
2007,1.650568,27,9,1,1.544524,1.364087,1.644258,0.106044,0.180437,-0.00631000000000004,3.192536,3.09458,0.0979559999999999,2006
2006,1.854679,24,12,0,1.411848,1.38006,1.829979,0.442831,0.0317879999999999,-0.0246999999999999,3.510542,3.929113,-0.418571,2005
2006,1.009646,25,9,1,1.286388,1.127385,0.9870006,-0.276742,0.159003,-0.0226454,2.533479,2.775241,-0.241762,2005
2008,1.315681,34,9,0,1.284303,1.886604,1.353008,0.0313780000000001,-0.602301,0.0373269999999999,3.30145,2.554381,0.747069,2007
2006,1.224294,30,4,0,1.614634,1.660289,1.222151,-0.39034,-0.045655,-0.00214300000000001,2.470619,2.445081,0.0255380000000001,2005
2006,2.450184,28,16,1,1.896983,1.892299,2.400322,0.553201,0.00468400000000013,-0.0498620000000001,3.404828,3.481373,-0.0765449999999999,2005
2006,1.845894,27,12,0,1.722039,1.740381,1.780539,0.123855,-0.0183419999999999,-0.0653549999999998,3.546721,3.413898,0.132823,2005
2006,1.315266,24,9,0,1.215649,1.166027,1.324088,0.0996170000000001,0.0496220000000001,0.00882199999999989,2.723597,3.119648,-0.396051,2005
2006,1.904902,24,9,0,1.795946,1.615182,1.877974,0.108956,0.180764,-0.0269280000000001,2.883637,2.98091,-0.0972730000000004,2005
2008,1.954291,25,9,0,1.740367,1.62642,2.093789,0.213924,0.113947,0.139498,3.250341,2.802016,0.448325,2007
2008,1.62993,29,12,1,1.747771,1.719883,1.684966,-0.117841,0.0278879999999999,0.0550359999999999,2.889934,2.640805,0.249129,2007
2005,1.1653,27,12,0,1.060758,1.084458,1.319861,0.104542,-0.0236999999999998,0.154561,3.653961,2.600906,1.053055,2004
2007,1.555151,26,9,0,1.732758,1.837047,1.563742,-0.177607,-0.104289,0.00859100000000002,3.213695,3.020837,0.192858,2006
2006,1.269131,28,6,0,1.190086,1.212786,1.261238,0.079045,-0.0226999999999999,-0.00789299999999993,3.457671,3.577744,-0.120073,2005
2008,1.298488,29,12,0,1.74572,1.645941,1.306488,-0.447232,0.0997789999999998,0.00800000000000001,3.255089,3.725902,-0.470813,2007
2007,1.282673,29,9,1,1.402238,1.48462,1.257073,-0.119565,-0.082382,-0.0255999999999998,3.245526,3.170462,0.0750639999999998,2006
2005,0.8457341,23,9,1,0.8958918,0.8298645,0.8422518,-0.0501577,0.0660273,-0.00348230000000005,2.046,2.378473,-0.332473,2004
2004,1.782448,23,9,0,1.409385,1.44135,1.722003,0.373063,-0.0319649999999998,-0.0604450000000001,4.186368,3.167444,1.018924,2003
2005,1.261124,25,12,0,1.464916,1.488616,1.631292,-0.203792,-0.0236999999999998,0.370168,3.249579,3.100264,0.149315,2004
2004,1.684765,24,9,0,1.316894,1.456063,1.679714,0.367871,-0.139169,-0.00505100000000014,4.432182,3.295869,1.136313,2003
2007,1.960202,31,16,1,2.41249,1.920854,1.873096,-0.452288,0.491636,-0.0871059999999999,3.570861,3.072696,0.498165,2006
2006,0.8632805,26,6,0,0.9382658,0.9510786,0.791751,-0.0749853,-0.0128128,-0.0715295,2.368235,3.288734,-0.920499,2005
2005,0.9833937,26,9,0,1.108566,1.132266,0.9527937,-0.1251723,-0.0237000000000001,-0.0306000000000001,2.347471,3.343308,-0.995837,2004
2008,1.235638,30,9,0,0.9210924,0.9457924,1.308177,0.3145456,-0.0246999999999999,0.0725389999999999,3.757574,2.171044,1.58653,2007
2005,2.009685,29,16,0,2.032385,2.013526,1.979085,-0.0226999999999999,0.018859,-0.0306000000000002,3.509726,3.613771,-0.104045,2004
2008,1.249217,43,16,1,1.278447,1.283087,1.338563,-0.0292299999999999,-0.0046400000000002,0.0893459999999999,2.451451,2.959325,-0.507874,2007
2008,1.249217,55,16,0,1.211867,1.349667,1.338563,0.03735,-0.1378,0.0893459999999999,2.451451,2.959325,-0.507874,2007
2006,1.654235,24,9,0,1.35736,1.296678,1.614459,0.296875,0.0606819999999999,-0.0397759999999998,2.473615,2.685648,-0.212033,2005
2008,0.8297284,30,9,0,1.532204,1.554283,1.390749,-0.7024756,-0.0220790000000002,0.5610206,4.0093,3.09458,0.91472,2007
2004,1.623384,24,6,0,1.490745,1.378597,1.600684,0.132639,0.112148,-0.0226999999999999,2.943225,3.628209,-0.684984,2003
2005,1.660905,27,12,0,1.184532,1.327311,1.694843,0.476373,-0.142779,0.033938,3.42145,4.034809,-0.613359,2004
2006,1.610434,27,12,0,1.641034,1.614341,1.772064,-0.0306000000000002,0.0266930000000001,0.16163,3.811789,3.015242,0.796547,2005
2008,1.735403,29,12,1,2.144884,2.165416,1.779783,-0.409481,-0.0205320000000002,0.0443799999999999,3.373878,3.910038,-0.53616,2007
2005,1.216718,23,12,1,1.255181,1.212793,1.495659,-0.0384630000000001,0.0423880000000001,0.278941,3.28372,3.551154,-0.267434,2004
2008,1.958344,28,9,0,2.192746,2.080438,1.985915,-0.234402,0.112308,0.027571,3.680597,3.127366,0.553231,2007
2008,1.458782,28,9,0,1.536715,1.552671,1.57301,-0.077933,-0.0159559999999999,0.114228,3.199295,3.030277,0.169018,2007
2004,1.339238,24,9,1,1.362938,1.261907,1.316538,-0.0237000000000001,0.101031,-0.0226999999999999,2.639809,3.15802,-0.518211,2003
2008,1.542219,27,12,0,1.639675,1.432895,1.981001,-0.097456,0.20678,0.438782,3.236668,2.940746,0.295922,2007
2004,2.09403,28,16,0,1.973618,2.006118,2.264151,0.120412,-0.0324999999999998,0.170121,3.051542,3.186303,-0.134761,2003
2007,1.828653,31,9,0,1.842358,1.853984,1.758601,-0.0137049999999999,-0.0116260000000001,-0.070052,2.317649,3.299933,-0.982284,2006
2008,2.201988,28,9,0,2.147757,1.936526,2.202349,0.0542310000000001,0.211231,0.000360999999999834,3.254509,3.659163,-0.404654,2007
2005,1.787062,33,6,0,1.571507,1.480528,1.762172,0.215555,0.0909789999999999,-0.0248899999999999,3.969973,3.245963,0.72401,2004
2008,1.745145,27,9,0,2.166805,1.335885,1.758456,-0.42166,0.83092,0.0133110000000001,2.659786,2.989248,-0.329462,2007
2007,1.990734,31,9,0,1.84098,1.828616,1.984693,0.149754,0.012364,-0.00604099999999996,3.193819,3.546721,-0.352902,2006
2004,1.31392,22,9,0,1.097235,1.140546,1.034761,0.216685,-0.0433110000000001,-0.279159,3.423345,3.615531,-0.192186,2003
2004,1.129674,25,9,1,1.389726,1.466921,0.9681458,-0.260052,-0.0771949999999999,-0.1615282,2.889191,2.991775,-0.102584,2003
2006,1.069025,31,12,1,1.196064,1.218012,1.118137,-0.127039,-0.0219480000000001,0.049112,2.626799,2.426332,0.200467,2005
2005,0.865029,24,12,1,1.378331,1.110439,0.862818,-0.513302,0.267892,-0.00221100000000007,3.089931,2.799036,0.290895,2004
2005,1.566506,26,9,0,1.59388,2.180154,1.305741,-0.027374,-0.586274,-0.260765,2.902184,3.212456,-0.310272,2004
2008,0.9546005,30,9,0,1.203224,1.205096,1.265073,-0.2486235,-0.00187199999999987,0.3104725,2.211713,2.627517,-0.415804,2007
2007,1.802593,27,12,0,2.115944,1.668368,1.668502,-0.313351,0.447576,-0.134091,3.570861,3.072696,0.498165,2006
2008,0.8931478,26,6,1,1.014911,0.9938016,0.9852836,-0.1217632,0.0211093999999999,0.0921358,2.875849,2.349718,0.526131,2007
2007,1.403894,27,9,1,1.283526,1.317075,1.576861,0.120368,-0.0335490000000001,0.172967,3.192536,3.09458,0.0979559999999999,2006
2004,1.330344,23,9,0,1.062103,1.094603,1.394656,0.268241,-0.0325,0.0643119999999999,2.889196,2.439037,0.450159,2003
2004,1.051556,23,9,0,1.648217,1.040024,1.028856,-0.596661,0.608193,-0.0226999999999999,3.510938,2.721636,0.789302,2003
2007,1.943396,31,16,1,1.269131,1.211178,1.94223,0.674265,0.0579529999999999,-0.001166,3.550932,2.657563,0.893369,2006
2008,1.61863,27,9,0,1.661144,1.875575,1.824922,-0.0425139999999999,-0.214431,0.206292,3.228806,2.665351,0.563455,2007
2007,0.8079761,29,16,1,1.133718,1.165437,1.246367,-0.3257419,-0.0317190000000001,0.4383909,2.739944,2.7342,0.00574399999999997,2006
2005,1.415629,26,12,1,1.399863,1.275927,1.285938,0.0157659999999999,0.123936,-0.129691,3.142914,2.535131,0.607783,2004
2005,2.736831,30,16,0,2.745654,2.769354,2.744941,-0.00882300000000003,-0.0236999999999998,0.00810999999999984,3.158827,4.028988,-0.870161,2004
2008,1.924015,28,12,0,1.682301,1.657673,1.977607,0.241714,0.0246280000000001,0.0535919999999999,3.030277,3.063241,-0.0329640000000002,2007
2006,1.61537,33,16,1,1.35736,1.16548,1.607531,0.25801,0.19188,-0.00783899999999993,3.862317,1.704323,2.157994,2005
2005,0.9613056,24,9,1,1.363595,1.029794,0.9635783,-0.4022894,0.333801,0.00227270000000002,2.805058,3.133871,-0.328813,2004
2005,1.420383,27,16,1,1.69369,1.720889,2.190734,-0.273307,-0.027199,0.770351,3.42145,3.352449,0.0690010000000001,2004
2007,1.194029,27,6,0,1.103616,1.131831,1.163302,0.0904130000000001,-0.0282150000000001,-0.0307269999999999,3.278671,3.138263,0.140408,2006
2008,1.3754,27,12,0,1.584478,1.590259,1.3834,-0.209078,-0.00578100000000004,0.00800000000000001,3.318474,2.697139,0.621335,2007
2004,1.034975,23,12,0,1.050143,0.9231919,1.032627,-0.0151680000000001,0.1269511,-0.00234800000000002,2.854271,3.009987,-0.155716,2003
2008,1.571548,28,9,0,1.223843,1.288237,1.500861,0.347705,-0.0643940000000001,-0.0706869999999999,2.280406,2.558838,-0.278432,2007
2005,1.028856,22,9,1,1.279048,1.112338,1.015878,-0.250192,0.16671,-0.0129779999999999,2.992194,2.799036,0.193158,2004
2007,1.237628,26,9,0,1.026735,1.057335,1.45075,0.210893,-0.0306,0.213122,2.110798,3.02259,-0.911792,2006
2008,1.131434,29,12,1,1.140952,1.165652,1.182145,-0.00951799999999992,-0.0246999999999999,0.050711,3.759574,2.85498,0.904594,2007
2006,1.440429,23,9,0,1.403938,0.9528155,1.508098,0.0364910000000001,0.4511225,0.067669,2.950356,3.213792,-0.263436,2005
2004,1.660113,24,9,0,1.211805,1.244305,1.666021,0.448308,-0.0325,0.00590800000000002,3.468204,3.294367,0.173837,2003
2007,1.935032,26,9,0,1.645768,1.767862,1.934602,0.289264,-0.122094,-0.000430000000000152,3.563968,3.063241,0.500727,2006
2007,1.396643,25,12,1,1.379732,1.433743,1.360801,0.0169110000000001,-0.054011,-0.0358420000000002,2.945197,2.88925,0.0559469999999997,2006
2005,1.311415,22,9,0,0.8438483,0.8426231,1.311379,0.4675667,0.00122520000000004,-3.5999999999925e-05,2.883005,2.769042,0.113963,2004
2008,2.094609,29,12,1,1.444262,1.459366,2.093789,0.650347,-0.015104,-0.000820000000000043,2.432857,2.813731,-0.380874,2007
2004,1.274255,28,4,0,1.231785,1.377953,1.279548,0.04247,-0.146168,0.00529299999999999,3.867641,2.56108,1.306561,2003
2008,1.590979,32,16,0,2.086632,2.100814,1.768678,-0.495653,-0.0141820000000004,0.177699,3.478738,2.988781,0.489957,2007
2008,1.366666,28,4,1,0.9442416,0.8678942,1.350997,0.4224244,0.0763474000000001,-0.0156689999999999,2.016565,2.682509,-0.665944,2007
2005,1.807869,27,9,0,2.018371,2.107119,1.728478,-0.210502,-0.0887479999999998,-0.079391,3.024323,3.076287,-0.0519640000000003,2004
2006,1.811652,34,12,0,1.781257,1.66867,1.792846,0.0303949999999999,0.112587,-0.0188060000000001,3.283127,3.202542,0.0805849999999997,2005
2005,1.587633,27,16,1,1.678009,1.712609,1.950343,-0.090376,-0.0346,0.36271,2.890327,2.046109,0.844218,2004
2005,1.676222,27,12,1,1.549495,1.468843,1.686493,0.126727,0.0806520000000002,0.0102709999999999,3.32228,2.954326,0.367954,2004
2005,2.838965,33,16,0,2.639291,2.532656,2.892087,0.199674,0.106635,0.0531220000000001,2.805329,3.151242,-0.345913,2004
2006,1.509082,23,9,0,1.419395,1.436062,1.504184,0.0896870000000001,-0.016667,-0.00489800000000007,3.442071,3.472982,-0.0309110000000001,2005
2007,1.481749,25,16,0,1.469416,1.470922,1.420734,0.0123329999999999,-0.00150600000000001,-0.061015,3.186322,2.640805,0.545517,2006
2008,2.219587,28,12,0,1.884144,1.816867,2.135636,0.335443,0.067277,-0.0839510000000003,4.18633,3.550711,0.635619,2007
2008,1.52332,27,9,0,1.694102,1.440089,1.53132,-0.170782,0.254013,0.00800000000000001,1.920083,2.944234,-1.024151,2007
2005,1.477806,33,16,1,1.38006,1.407449,1.285938,0.0977459999999999,-0.0273889999999999,-0.191868,3.427154,4.245735,-0.818581,2004
2007,1.014549,26,9,1,1.593271,1.479324,0.9863513,-0.578722,0.113947,-0.0281976999999999,2.902026,3.09458,-0.192554,2006
