famid,age,daded_a,t,lw,married,omarried,educ,oeduc,female,ofemale,exp,oexp
786,28,12,1,2.267073,0,1,15,12,1,1,7,10
786,28,12,2,2.564487,1,0,12,15,1,1,10,7
788,33,11.5,1,1.861766,0,0,12,18,1,1,15,9
788,33,11.5,2,3.24806,0,0,18,12,1,1,9,15
789,39,16,1,2.227997,0,0,14,16,1,1,19,17
789,39,16,2,3.144303,0,0,16,14,1,1,17,19
790,33,8,1,2.515679,1,1,14,14,1,1,13,13
790,33,8,2,2.638105,1,1,14,14,1,1,13,13
791,46,7.5,1,2.672696,0,0,16,16,0,0,24,24
791,46,7.5,2,3.08243,0,0,16,16,0,0,24,24
792,40,8,1,2.066561,1,1,12,12,1,1,22,22
792,40,8,2,1.851716,1,1,12,12,1,1,22,22
793,36,8,1,2.074859,1,1,12,12,1,1,18,18
793,36,8,2,1.073329,1,1,12,12,1,1,18,18
794,38,15,1,3.270533,0,0,16,17,0,0,16,15
794,38,15,2,3.57082,0,0,17,16,0,0,15,16
795,38,12,1,3.326612,0,1,12,12,0,0,20,20
795,38,12,2,2.311248,1,0,12,12,0,0,20,20
796,51,8,1,2.42081,0,1,12,12,0,0,33,33
796,51,8,2,2.909085,1,0,12,12,0,0,33,33
798,34,12,1,2.004862,0,1,13,16,0,0,15,12
798,34,12,2,3.183522,1,0,16,13,0,0,12,15
801,41,16,1,2.855018,0,1,13,12,0,0,22,23
801,41,16,2,2.855018,1,0,12,13,0,0,23,22
803,28,16,1,1.979549,0,0,18,17,0,0,4,5
803,28,16,2,3.406666,0,0,17,18,0,0,5,4
804,23,16,1,1.866754,0,0,13,12,0,0,4,5
804,23,16,2,1.764705,0,0,12,13,0,0,5,4
806,41,12,1,3.065739,0,0,18,18,0,0,17,17
806,41,12,2,3.1427,0,0,18,18,0,0,17,17
808,40,12,1,1.910556,1,1,12,12,1,1,22,22
808,40,12,2,1.861786,1,1,12,12,1,1,22,22
810,59,9,1,2.639057,1,1,12,13,0,0,41,40
810,59,9,2,2.529596,1,1,13,12,0,0,40,41
812,37,12,1,2.495163,1,0,12,14,0,0,19,17
812,37,12,2,2.277182,0,1,14,12,0,0,17,19
814,38,12,1,2.771032,0,1,12,14,1,1,20,18
814,38,12,2,2.368885,1,0,14,12,1,1,18,20
815,56,12.5,1,4.016431,1,1,16,16,0,0,34,34
815,56,12.5,2,3.941208,1,1,16,16,0,0,34,34
816,22,16,1,1.723917,0,0,15,15,1,1,1,1
816,22,16,2,1.723917,0,0,15,15,1,1,1,1
818,68,8,1,2.960378,1,1,18,16,0,0,44,46
818,68,8,2,2.110214,1,1,16,18,0,0,46,44
821,58,7,1,2.852236,1,0,12,12,0,0,40,40
821,58,7,2,2.672696,0,1,12,12,0,0,40,40
822,43,11.5,1,2.843845,1,1,16,17,0,0,21,20
822,43,11.5,2,2.869866,1,1,17,16,0,0,20,21
824,26,12.5,1,2.960378,1,1,16,16,1,1,4,4
824,26,12.5,2,2.8297,1,1,16,16,1,1,4,4
825,48,8,1,2.059592,1,1,12,13,1,1,30,29
825,48,8,2,2.651132,1,1,13,12,1,1,29,30
826,25,12,1,2.513365,1,1,16,16,1,1,3,3
826,25,12,2,2.18927,1,1,16,16,1,1,3,3
828,57,14.5,1,2.044088,1,1,17,16,0,0,34,35
828,57,14.5,2,3.183522,1,1,16,17,0,0,35,34
829,44,16,1,2.826847,1,1,17,17,1,1,21,21
829,44,16,2,2.114783,1,1,17,17,1,1,21,21
830,31,12,1,2.050318,0,0,12,14,0,0,13,11
830,31,12,2,2.734727,0,0,14,12,0,0,11,13
832,33,16,1,4.099813,0,1,14,12,0,0,13,15
832,33,16,2,2.79786,1,0,12,14,0,0,15,13
834,31,10.5,1,3.08243,1,1,17,16,1,1,8,9
834,31,10.5,2,2.878882,1,1,16,17,1,1,9,8
835,29,13,1,2.627395,1,0,16,15,1,1,7,8
835,29,13,2,2.449553,0,1,15,16,1,1,8,7
836,42,18,1,2.13689,1,1,14,14,1,1,22,22
836,42,18,2,1.98962,1,1,14,14,1,1,22,22
837,40,18,1,3.005841,0,0,18,14,0,0,16,20
837,40,18,2,2.451156,0,0,14,18,0,0,20,16
838,54,5.5,1,1.902608,1,1,16,18,1,1,32,30
838,54,5.5,2,3.183522,1,1,18,16,1,1,30,32
841,62,12,1,2.490375,1,1,11,12,0,0,45,44
841,62,12,2,4.569817,1,1,12,11,0,0,44,45
843,33,12,1,1.722504,0,1,13,12,1,1,14,15
843,33,12,2,1.688515,1,0,12,13,1,1,15,14
844,50,8,1,2.161871,0,0,14,14,1,1,30,30
844,50,8,2,2.090972,0,0,14,14,1,1,30,30
845,56,8,1,2.110578,1,1,13,12,0,0,37,38
845,56,8,2,2.672696,1,1,12,13,0,0,38,37
847,24,12,1,2.044088,0,0,16,16,0,0,2,2
847,24,12,2,2.012339,0,0,16,16,0,0,2,2
850,52,12,1,2.418054,1,1,12,12,1,1,34,34
850,52,12,2,2.63347,1,1,12,12,1,1,34,34
851,21,16,1,2.148494,0,0,15,14,1,1,0,1
851,21,16,2,2.114783,0,0,14,15,1,1,1,0
852,25,12,1,2.226009,0,0,13,13,1,1,6,6
852,25,12,2,1.846519,0,0,13,13,1,1,6,6
856,37,8,1,2.509413,1,1,14,14,0,0,17,17
856,37,8,2,2.607269,1,1,14,14,0,0,17,17
857,47,7,1,3.183522,0,0,15,15,1,1,26,26
857,47,7,2,3.173472,0,0,15,15,1,1,26,26
859,35,18,1,2.490375,0,0,12,10,0,0,17,19
859,35,18,2,2.324556,0,0,10,12,0,0,19,17
860,28,10.5,1,2.113081,1,1,13,12,0,0,9,10
860,28,10.5,2,2.031509,1,1,12,13,0,0,10,9
861,30,12,1,2.758645,0,0,16,14,1,1,8,10
861,30,12,2,3.005841,0,0,14,16,1,1,10,8
862,39,12,1,2.400763,1,1,12,12,1,1,21,21
862,39,12,2,1.797228,1,1,12,12,1,1,21,21
863,45,14,1,2.921152,0,1,18,18,0,0,21,21
863,45,14,2,2.672696,1,0,18,18,0,0,21,21
864,33,12,1,2.537259,0,0,16,14,0,0,11,13
864,33,12,2,2.672696,0,0,14,16,0,0,13,11
865,24,16,1,3.365844,0,1,16,16,1,1,2,2
865,24,16,2,1.979549,1,0,16,16,1,1,2,2
867,22,17,1,1.22748,1,0,12,13,1,1,4,3
867,22,17,2,1.910556,0,1,13,12,1,1,3,4
873,24,12,1,2.672696,0,0,15,15,1,1,3,3
873,24,12,2,2.92863,0,0,15,15,1,1,3,3
874,29,12,1,1.920627,1,1,12,12,1,1,11,11
874,29,12,2,2.18385,1,1,12,12,1,1,11,11
878,54,8,1,2.883497,0,0,12,14,1,1,36,34
878,54,8,2,2.469356,0,0,14,12,1,1,34,36
880,56,12.5,1,3.471204,1,1,12,12,0,0,38,38
880,56,12.5,2,2.603703,1,1,12,12,0,0,38,38
881,43,12,1,1.993612,0,1,12,14,1,1,25,23
881,43,12,2,2.500446,1,0,14,12,1,1,23,25
882,34,13.5,1,3.270533,0,0,12,12,0,0,16,16
882,34,13.5,2,3.365844,0,0,12,12,0,0,16,16
883,33,16,1,2.803725,0,0,15,14,0,0,12,13
883,33,16,2,2.737235,0,0,14,15,0,0,13,12
886,56,6.5,1,2.341339,1,1,12,14,0,0,38,36
886,56,6.5,2,2.921158,1,1,14,12,0,0,36,38
889,71,6,1,2.1337,0,0,12,12,1,1,53,53
889,71,6,2,2.1337,0,0,12,12,1,1,53,53
892,39,7,1,1.25112,1,1,13,13,1,1,20,20
892,39,7,2,2.267231,1,1,13,13,1,1,20,20
893,26,14,1,2.388564,0,0,16,15,1,1,4,5
893,26,14,2,2.073647,0,0,15,16,1,1,5,4
894,28,16,1,1.975541,1,1,16,16,1,1,6,6
894,28,16,2,1.975541,1,1,16,16,1,1,6,6
895,29,9,1,2.541668,0,0,12,12,1,1,11,11
895,29,9,2,2.848035,0,0,12,12,1,1,11,11
896,36,18,1,3.222743,1,1,18,18,0,0,12,12
896,36,18,2,3.24806,1,1,18,18,0,0,12,12
897,62,9,1,2.385014,1,1,12,12,0,0,44,44
897,62,9,2,2.044088,1,1,12,12,0,0,44,44
898,26,12,1,2.778057,0,0,17,16,0,0,3,4
898,26,12,2,2.311683,0,0,16,17,0,0,4,3
900,49,15,1,2.90591,0,0,18,17,1,1,25,26
900,49,15,2,3.132229,0,0,17,18,1,1,26,25
901,36,5.5,1,2.737235,0,0,16,18,0,0,14,12
901,36,5.5,2,3.055689,0,0,18,16,0,0,12,14
902,19,12,1,1.836448,0,0,13,13,0,0,0,0
902,19,12,2,1.736203,0,0,13,13,0,0,0,0
903,34,12,1,2.672696,0,1,12,16,0,0,16,12
903,34,12,2,2.960378,1,0,16,12,0,0,12,16
904,33,12.5,1,2.698011,0,1,12,12,1,1,15,15
904,33,12.5,2,2.25617,1,0,12,12,1,1,15,15
905,23,18,1,1.836448,0,0,17,17,0,0,0,0
905,23,18,2,2.490375,0,0,17,17,0,0,0,0
906,21,18,1,1.522791,0,0,14,13,1,1,1,2
906,21,18,2,0.8809369,0,0,13,14,1,1,2,1
907,41,11,1,2.490375,0,1,12,12,0,0,23,23
907,41,11,2,2.339552,1,0,12,12,0,0,23,23
908,41,11.5,1,2.567336,0,1,14,16,1,1,21,19
908,41,11.5,2,2.960378,1,0,16,14,1,1,19,21
910,40,12,1,1.723917,1,0,16,17,1,1,18,17
910,40,12,2,2.698013,0,1,17,16,1,1,17,18
911,19,15,1,1.910556,0,0,14,14,1,1,-1,-1
911,19,15,2,2.230567,0,0,14,14,1,1,-1,-1
915,22,18,1,2.161871,0,0,16,15,0,0,0,1
915,22,18,2,1.836448,0,0,15,16,0,0,1,0
917,18,12,1,1.501513,0,0,12,12,1,1,0,0
917,18,12,2,1.411565,0,0,12,12,1,1,0,0
918,27,12,1,2.495163,0,1,14,12,0,0,7,9
918,27,12,2,2.503094,1,0,12,14,0,0,9,7
920,49,12,1,2.449553,0,0,13,12,1,1,30,31
920,49,12,2,2.567336,0,0,12,13,1,1,31,30
921,30,10,1,1.979549,0,0,14,14,1,1,10,10
921,30,10,2,2.372592,0,0,14,14,1,1,10,10
924,38,12,1,3.365844,1,1,13,14,0,0,19,18
924,38,12,2,4.569817,1,1,14,13,0,0,18,19
925,36,12,1,2.529596,1,1,12,12,1,1,18,18
925,36,12,2,2.175116,1,1,12,12,1,1,18,18
926,49,10.5,1,2.960378,0,1,14,14,0,0,29,29
926,49,10.5,2,3.213296,1,0,14,14,0,0,29,29
927,30,18,1,2.698014,0,0,18,18,1,1,6,6
927,30,18,2,2.788127,0,0,18,18,1,1,6,6
929,21,12,1,2.470172,0,0,12,12,0,0,3,3
929,21,12,2,3.009169,0,0,12,12,0,0,3,3
930,26,16,1,2.672696,0,0,13,15,0,0,7,5
930,26,16,2,3.308685,0,0,15,13,0,0,5,7
931,43,12,1,2.887808,1,1,15,14,1,1,22,23
931,43,12,2,2.788403,1,1,14,15,1,1,23,22
935,46,12,1,2.769218,1,1,15,13,1,1,25,27
935,46,12,2,1.836448,1,1,13,15,1,1,27,25
937,35,12,1,2.267231,1,1,13,13,1,1,16,16
937,35,12,2,2.449553,1,1,13,13,1,1,16,16
938,61,11,1,3.249664,1,1,16,16,0,0,39,39
938,61,11,2,3.532064,1,1,16,16,0,0,39,39
940,49,10,1,3.144305,0,0,15,15,0,0,28,28
940,49,10,2,2.87814,0,0,15,15,0,0,28,28
941,36,12,1,3.183522,0,0,15,12,0,0,15,18
941,36,12,2,3.222743,0,0,12,15,0,0,18,15
943,21,18,1,2.044088,0,0,15,15,0,0,0,0
943,21,18,2,1.836448,0,0,15,15,0,0,0,0
946,42,16,1,2.534966,1,1,13,12,1,1,23,24
946,42,16,2,2.000658,1,1,12,13,1,1,24,23
948,44,13,1,2.319824,0,1,13,16,1,1,25,12
948,44,13,2,3.183522,1,0,16,13,1,1,12,25
950,30,18,1,2.928337,1,0,18,17,0,0,6,7
950,30,18,2,3.519994,0,1,17,18,0,0,7,6
951,40,12,1,2.253986,0,0,12,14,1,1,22,20
951,40,12,2,2.202693,0,0,14,12,1,1,20,22
952,51,11,1,2.44454,1,1,12,12,1,1,33,33
952,51,11,2,1.490703,1,1,12,12,1,1,33,33
954,47,12,1,1.707616,1,0,12,14,1,1,29,27
954,47,12,2,2.729077,0,1,14,12,1,1,27,29
955,44,15.5,1,4.569817,0,1,12,12,0,0,26,26
955,44,15.5,2,3.588987,1,0,12,12,0,0,26,26
956,31,18,1,3.183522,1,0,18,18,1,1,7,7
956,31,18,2,2.490375,0,1,18,18,1,1,7,7
